,avg_bbox_longevity,90p_bbox_longevity,90p_num_bboxes,90p_bbox_speed,90p_bbox_size,avg_num_bboxes,avg_bbox_speed,avg_bbox_size,avg_ego_speed,time_of_day,weather,location,scenario_name
0,52.0,52.0,1.0,99.69897101298116,6182.244073693804,0.52,35.394881679755045,2071.2950973035636,9.72013419407921,Day,sunny,location_sf,training_0004-S_24-P0_2
1,53.625,80.3,6.0,274.3104743534859,10441.60201157436,4.333333333333333,174.72630616346083,4764.081043621937,7.92655899643975,Day,sunny,location_sf,training_0004-S_24-P1_2
2,83.63636363636364,100.0,20.0,111.28099821859828,44298.088788897636,18.4,45.96405202662424,29704.436431527323,1.3778939917109758,Day,sunny,location_sf,training_0004-S_14-P0_2
3,64.57894736842105,97.0,14.0,151.63954284254788,34266.94469440498,12.649484536082474,73.10581858817618,19981.124001973665,1.8572191377983538,Day,sunny,location_sf,training_0004-S_14-P1_2
4,48.39393939393939,98.60000000000001,26.0,57.33699825136876,3731.1200147913455,15.97,40.11803052300309,2598.951244984656,18.03557304040534,Day,sunny,location_phx,training_0004-S_0-P0_2
5,66.54545454545455,99.0,8.0,28.927533733652474,8871.755118858662,7.393939393939394,18.31169164799015,4919.163914893399,18.413493609172384,Day,sunny,location_phx,training_0004-S_0-P1_2
6,40.53846153846154,93.20000000000002,7.0,76.30023315820051,1874.7381680549045,5.27,52.95393139250233,939.0241797125128,15.314802584349453,Day,sunny,location_phx,training_0004-S_23-P0_2
7,39.05,60.2,22.0,115.91877252955277,5169.554165408293,15.938775510204081,93.11731541342601,3725.553625974888,9.294171761482298,Day,sunny,location_phx,training_0004-S_23-P1_2
8,65.24761904761905,100.0,74.0,32.83866786855404,10785.114002515067,68.51,19.28964991562412,9604.634161410835,2.942896260205415,Day,sunny,location_sf,training_0004-S_13-P0_2
9,82.15853658536585,97.0,72.0,8.085638277355212,13053.692425868161,69.45360824742268,6.440011882652732,10975.849392623548,0.18661420268841047,Day,sunny,location_sf,training_0004-S_13-P1_2
10,24.85,43.70000000000001,13.100000000000009,147.00003039636997,28411.903733035386,4.97,90.06075657912213,13876.045505284974,14.178035575975471,Night,sunny,location_other,training_0004-S_8-P0_2
11,43.774193548387096,69.0,19.0,70.0711884985735,11791.352702901204,13.707070707070708,51.78374023190302,5997.119100766871,14.624123184091058,Night,sunny,location_other,training_0004-S_8-P1_2
12,35.0,43.8,8.100000000000009,123.69269800443081,1877.7000668077148,3.15,50.86765335036138,885.3686166595804,11.238350216354727,Dawn/Dusk,sunny,location_phx,training_0004-S_7-P0_2
13,16.25,21.0,7.0,465.3985131777554,3997.065892842581,1.3131313131313131,80.21011815051821,824.9765748753513,9.411497283999989,Dawn/Dusk,sunny,location_phx,training_0004-S_7-P1_2
14,49.708333333333336,99.7,14.0,56.72520814169875,21447.851208915657,11.93,37.898442670940256,12742.886561442641,14.704968140115675,Day,sunny,location_other,training_0004-S_15-P0_2
15,56.388888888888886,99.0,12.0,38.03011336638516,34780.14325367927,10.252525252525253,26.644717484010513,16404.878733261354,6.435825128883172,Day,sunny,location_other,training_0004-S_15-P1_2
16,52.8,99.6,11.0,114.14594894348653,21653.55646446449,7.92,44.287425168716474,9955.331219584961,0.5300478061596371,Night,sunny,location_other,training_0004-S_1-P0_2
17,35.6,58.599999999999994,7.200000000000003,315.9468200337688,8347.710859291532,5.393939393939394,162.1323360548019,5030.791796411564,10.717367110681773,Night,sunny,location_other,training_0004-S_1-P1_2
18,56.44827586206897,100.0,56.10000000000001,26.434034374635907,7267.208007206801,49.11,23.10309288636491,5041.5223142273535,6.658438064625144,Day,sunny,location_phx,training_0004-S_12-P0_2
19,58.76086956521739,98.0,35.0,26.314132247206985,9192.860699810279,27.581632653061224,22.497646975695694,6301.219899665964,5.797261312473049,Day,sunny,location_phx,training_0004-S_12-P1_2
20,48.86206896551724,100.0,37.0,43.50884020752859,9570.123150886675,28.34,33.55036634518801,8212.9758307618,28.73800755166612,Day,sunny,location_phx,training_0004-S_6-P0_2
21,44.46511627906977,98.0,51.0,38.84977141591235,17207.696189822662,39.02040816326531,27.65550061323967,9212.162923967748,28.38411501224879,Day,sunny,location_phx,training_0004-S_6-P1_2
22,81.0625,100.0,27.0,7.97860405066558,23014.376043602257,25.94,5.443975790861937,21542.824725714414,0.11631577389700146,Day,sunny,location_phx,training_0004-S_9-P0_2
23,76.66666666666667,98.0,28.0,40.04108868210139,22422.192372616635,25.816326530612244,18.535005036965895,20765.003057201597,0.9510521569224543,Day,sunny,location_phx,training_0004-S_9-P1_2
24,31.93548387096774,100.0,20.0,129.95580439268946,23558.410108223063,9.9,56.58859361561064,10144.797088325786,3.15352034323284,Day,sunny,location_phx,training_0004-S_22-P0_2
25,34.44,98.0,18.0,196.0487986293479,47756.842039010575,8.785714285714286,60.42817774566289,14745.09174153782,2.856819938403685,Day,sunny,location_phx,training_0004-S_22-P1_2
26,62.03448275862069,92.0,44.0,215.2789454585716,3136.5912624103075,35.98,63.14042628467089,2480.5048168219773,3.9662821982872227,Day,sunny,location_phx,training_0004-S_21-P0_2
27,87.92857142857143,99.0,39.0,25.134657536039306,3370.685507353519,37.303030303030305,11.828189484185467,3142.8223787080356,1.677902803196254,Day,sunny,location_phx,training_0004-S_21-P1_2
28,58.83673469387755,100.0,36.0,36.14623942170129,4521.24875449448,28.83,27.102793411281368,2321.030581935898,12.343188072458029,Day,sunny,location_phx,training_0004-S_5-P0_2
29,71.22,98.0,38.0,12.017478131911743,13215.858030969846,36.33673469387755,9.8147050129122,11231.550327630875,1.086678898005445,Day,sunny,location_phx,training_0004-S_5-P1_2
30,76.04615384615384,100.0,53.0,26.480663184129334,16235.190770863908,49.43,15.217444604020894,10247.026544677943,0.0,Day,sunny,location_sf,training_0004-S_11-P0_2
31,73.55384615384615,99.0,52.0,30.844899732342434,15358.562062165998,48.292929292929294,18.13613838938287,9109.32600867161,1.8030549071747883,Day,sunny,location_sf,training_0004-S_11-P1_2
32,38.82608695652174,47.5,21.10000000000001,347.2830033984881,45786.92087020524,17.86,153.30813711459035,26405.34631161067,3.5271688939993617,Day,sunny,location_sf,training_0004-S_2-P0_2
33,46.84,84.2,17.0,84.35284037244736,45337.1059026502,11.948979591836734,59.88681117934911,35592.45644860458,5.067315828058484,Day,sunny,location_sf,training_0004-S_2-P1_2
34,69.52941176470588,100.0,73.0,16.04889301098602,8188.874196241148,70.92,14.241419405662677,7904.269415179055,0.0,Day,sunny,location_sf,training_0004-S_19-P0_2
35,72.71578947368421,98.0,73.0,15.610664991637233,8756.981944399751,70.48979591836735,12.518825161159969,8119.239336949932,0.0,Day,sunny,location_sf,training_0004-S_19-P1_2
36,63.69607843137255,100.0,69.0,16.269833956654146,10010.496708761937,64.97,13.571447694280405,7977.467948439571,0.0,Day,sunny,location_sf,training_0004-S_16-P0_2
37,58.98979591836735,98.0,69.0,31.605922067564805,9394.557521877607,58.98979591836735,16.819342675135328,6840.984631506054,0.6805954121568186,Day,sunny,location_sf,training_0004-S_16-P1_2
38,50.704081632653065,100.0,53.0,61.60566680271626,14347.606878383607,49.69,40.836712011974676,7605.659286757845,7.759693637878092,Day,sunny,location_sf,training_0004-S_4-P0_2
39,59.404761904761905,93.0,58.3,51.94050642573316,21604.944107817326,50.91836734693877,34.04340715932724,16806.004285416697,0.7804276593435313,Day,sunny,location_sf,training_0004-S_4-P1_2
40,51.18181818181818,96.0,7.0,164.42439927900813,63015.61588126214,5.63,101.80231468101682,48986.86506883357,0.0,Day,sunny,location_sf,training_0004-S_10-P0_2
41,44.6,78.39999999999999,7.0,180.9768456895477,261053.89317985252,4.597938144329897,108.26391633803657,114162.96851643409,0.11460290344283272,Day,sunny,location_sf,training_0004-S_10-P1_2
42,83.2,100.0,30.0,15.67642437992837,4336.744728140427,29.12,11.922270131486254,3056.8621133774145,0.0,Day,sunny,location_other,training_0004-S_20-P0_2
43,83.44117647058823,98.0,30.299999999999997,44.30603594706089,5075.677228778359,28.948979591836736,18.82726941956569,2850.185407620339,0.7680558773614303,Day,sunny,location_other,training_0004-S_20-P1_2
44,60.2,78.4,4.0,165.184677076456,12546.090071155133,3.01,82.98363597123829,4864.426390523209,11.176071694383408,Dawn/Dusk,sunny,location_phx,training_0004-S_3-P0_2
45,64.0,90.0,3.0,52.29741433639668,1256.26114250106,2.585858585858586,34.45291702138156,1636.2105417320874,11.088761560165034,Dawn/Dusk,sunny,location_phx,training_0004-S_3-P1_2
46,77.1470588235294,100.0,28.0,25.295247976826147,8613.005560045662,26.23,19.648801004967687,6465.815806467708,0.20767082636902137,Day,sunny,location_other,training_0004-S_17-P0_2
47,61.86666666666667,97.0,21.0,28.64417708068307,10244.589564300128,19.1340206185567,19.370147613319663,6892.149378052807,0.04716666739489628,Day,sunny,location_other,training_0004-S_17-P1_2
48,74.23,100.0,77.0,7.591708151770003,10247.980881697089,74.23,5.529763856757055,9859.624064758786,0.0,Day,sunny,location_sf,training_0004-S_18-P0_2
49,68.39795918367346,98.0,76.0,39.12107127384019,14248.450147902844,68.39795918367346,20.41104132485346,9348.51906711433,2.4283829987463488,Day,sunny,location_sf,training_0004-S_18-P1_2
50,53.96969696969697,98.80000000000001,23.0,70.7094668086887,45458.99610170986,17.81,50.4079380636694,34608.585647742366,0.0,Day,sunny,location_sf,training_0003-S_14-P0_2
51,53.76923076923077,98.0,16.299999999999997,42.82532378813408,45257.11795219913,14.26530612244898,24.372081252601625,39521.26407288572,0.0,Day,sunny,location_sf,training_0003-S_14-P1_2
52,39.77777777777778,91.2,5.0,263.4976895504491,187617.126151279,3.58,106.09200635380556,118158.64329878664,1.9682553870382398,Day,sunny,location_sf,training_0003-S_2-P0_2
53,30.25,56.1,11.0,535.1093321805545,444819.32655893423,6.111111111111111,209.41063729938867,105751.91127982596,2.376138075633583,Day,sunny,location_sf,training_0003-S_2-P1_2
54,54.05263157894737,100.0,42.0,60.575744495191245,2156.3770038296757,30.81,29.751143167065063,1204.0913207990736,4.802795338404235,Day,sunny,location_phx,training_0003-S_24-P0_2
