,avg_bbox_longevity,90p_bbox_longevity,90p_num_bboxes,90p_bbox_speed,90p_bbox_size,avg_num_bboxes,avg_bbox_speed,avg_bbox_size,avg_ego_speed,time_of_day,weather,location,scenario_name
0,53.44444444444444,80.2,6.0,247.2346966137081,8954.720055174424,2.4170854271356785,101.99374504609303,3410.9222766277794,8.827853065605307,Day,sunny,location_sf,training_0004-S_24
1,117.96153846153847,197.0,20.0,131.73826663437276,38093.553801364484,15.568527918781726,60.18986464798249,24916.815590579583,1.6139068809012074,Day,sunny,location_sf,training_0004-S_14
2,64.69444444444444,156.0,25.0,51.889146140401664,8095.026669346794,11.703517587939698,28.88099289771277,3753.2278998638794,18.22358377562111,Day,sunny,location_phx,training_0004-S_0
3,45.41304347826087,67.0,21.0,107.36099542737436,4593.823204675347,10.55050505050505,72.36830238566999,2318.215521801971,12.334894399293992,Day,sunny,location_phx,training_0004-S_23
4,121.32142857142857,197.0,73.0,28.401003848791568,12588.225953066612,68.9746192893401,12.779035608006703,10279.801051906434,1.5857421506665859,Day,sunny,location_sf,training_0004-S_13
5,38.625,68.0,18.0,131.65220822841198,18015.91873384667,9.316582914572864,69.9729641371553,9956.378600524713,14.399958556897298,Night,sunny,location_other,training_0004-S_8
6,26.176470588235293,40.4,8.0,133.86323590494138,3603.721853111517,2.236180904522613,63.77411430120126,855.3243345659188,10.329513832921966,Dawn/Dusk,sunny,location_phx,training_0004-S_7
7,71.2258064516129,187.0,13.0,53.1491182352262,30316.681735766095,11.095477386934673,32.99396702303797,14564.68166199567,10.591173375733675,Day,sunny,location_other,training_0004-S_15
8,53.04,119.80000000000001,11.0,295.9853608156137,19341.439470570847,6.663316582914573,101.35694912562968,7505.434722629351,5.598111178761101,Night,sunny,location_other,training_0004-S_1
9,80.14736842105263,171.60000000000002,55.30000000000001,26.44844178857353,8927.902942221888,38.45454545454545,22.85353920423418,5665.008997929292,6.232199066085217,Day,sunny,location_phx,training_0004-S_12
10,56.9059829059829,198.0,48.30000000000001,41.78849771029553,15405.876310889007,33.62626262626262,30.879767083167092,8707.522977904138,28.56284861801512,Day,sunny,location_phx,training_0004-S_6
11,146.4,196.0,27.30000000000001,31.21180374650106,22546.312248678238,25.87878787878788,11.769105327682176,21157.84228372322,0.5294681250914175,Day,sunny,location_phx,training_0004-S_9
12,39.38297872340426,134.99999999999986,18.0,131.9429552372575,28570.155706137717,9.348484848484848,58.50011750305875,12421.710603551946,3.006668627711339,Day,sunny,location_phx,training_0004-S_22
13,117.59677419354838,190.0,43.0,38.66271557431853,3252.9616027228667,36.63819095477387,36.753264334632206,2809.999483287906,2.8278421977143284,Day,sunny,location_phx,training_0004-S_21
14,103.93548387096774,197.49999999999997,38.0,34.20743713675163,12843.979883813749,32.54545454545455,18.514840511262648,6731.28782980513,6.771784541668367,Day,sunny,location_phx,training_0004-S_5
15,123.0886075949367,199.0,52.0,27.94869232878775,15655.633007504948,48.8643216080402,16.438684036910537,9681.034820735094,0.8969971648758999,Day,sunny,location_sf,training_0004-S_11
16,54.75925925925926,87.0,21.0,287.299909958204,45667.12911713433,14.934343434343434,105.84983363261252,30952.501833961196,4.289463841159938,Day,sunny,location_sf,training_0004-S_2
17,117.6470588235294,198.0,73.0,15.974634787658601,8613.745907469172,70.70707070707071,13.33093485843528,8010.668669388883,0.0,Day,sunny,location_sf,training_0004-S_19
18,95.921875,198.0,69.0,18.066671983902395,9843.473468241513,62.01010101010101,15.231333523429992,7414.966104704799,0.3368603555119607,Day,sunny,location_sf,training_0004-S_16
19,78.41732283464567,187.60000000000002,57.0,59.26057748111127,18945.529397196646,50.2979797979798,37.12656886477279,12159.365397205156,4.3053094666842195,Day,sunny,location_sf,training_0004-S_4
20,63.0625,171.0,7.0,169.63415286401562,217540.58194151073,5.121827411167513,103.510633990626,81078.65204557088,0.056428840781496306,Day,sunny,location_sf,training_0004-S_10
21,140.21951219512195,198.0,30.0,21.8590035944936,4860.286678410384,29.035353535353536,15.065858724603103,2954.5675822451253,0.38014886859303115,Day,sunny,location_other,training_0004-S_20
22,79.57142857142857,100.20000000000002,4.0,137.7728217848925,9431.306264339777,2.798994974874372,65.1971542945356,3258.4295612251135,11.13263599947075,Dawn/Dusk,sunny,location_phx,training_0004-S_3
23,109.2439024390244,197.0,28.0,27.17042406521895,9726.429251733187,22.736040609137056,19.635520213865373,6675.736397552758,0.12864085976754863,Day,sunny,location_other,training_0004-S_17
24,121.77586206896552,198.0,77.0,33.86839825393561,11376.781767725544,71.34343434343434,12.730359413550993,9606.6529043085,1.2019269387734455,Day,sunny,location_sf,training_0004-S_18
25,85.91891891891892,181.79999999999995,22.0,66.18396037345215,45455.84900444536,16.055555555555557,37.526204163465046,37040.11335311635,0.0,Day,sunny,location_sf,training_0003-S_14
26,34.392857142857146,58.50000000000001,10.0,376.41845734833134,248801.5098818086,4.839195979899498,164.53724690418116,111986.44998282127,2.1711719004600436,Day,sunny,location_sf,training_0003-S_2
27,82.33870967741936,198.0,38.30000000000001,45.14484102356142,2086.9754651359535,25.782828282828284,20.30744552810375,1169.3894678883407,5.668132160692591,Day,sunny,location_phx,training_0003-S_24
28,137.03703703703704,198.0,21.200000000000017,55.78719885339906,15904.254259831592,18.592964824120603,26.746240873285817,10819.290931273907,4.837088399621079,Day,sunny,location_sf,training_0003-S_13
29,62.666666666666664,85.0,3.0,285.83217060317736,18148.624104837596,1.8894472361809045,70.36732281361246,9321.552922347464,3.677101722432679,Day,sunny,location_phx,training_0003-S_5
30,79.75757575757575,199.0,43.0,33.074866665164414,12250.882406567867,26.452261306532662,17.13315646906893,8274.055851649924,18.125490298704705,Day,sunny,location_phx,training_0003-S_23
31,178.57142857142858,198.0,14.0,54.99735849121532,47350.90729334257,12.626262626262626,26.00470067338855,26928.23683619205,2.0638947458677364,Day,sunny,location_sf,training_0003-S_3
32,105.2457627118644,199.0,74.0,26.465957707223655,10157.199677453698,62.4070351758794,19.400141762589755,5965.804752551169,3.2583046023015174,Day,sunny,location_sf,training_0003-S_15
33,77.875,162.7,14.0,124.16782111291741,47615.32538831729,9.43939393939394,59.27905056309549,23526.0234088952,4.945578859375014,Day,sunny,location_sf,training_0003-S_22
34,65.02325581395348,162.20000000000005,19.0,45.23764691778415,4553.441083367757,14.121212121212121,27.295630314706486,2742.135269711125,20.137559383108012,Day,sunny,location_phx,training_0003-S_4
35,107.82051282051282,197.0,46.0,24.992853535445036,23906.409982975172,42.474747474747474,15.068418742051547,20364.811687568068,0.6350935834437766,Day,sunny,location_sf,training_0003-S_12
36,89.75862068965517,153.8,20.0,302.9406592046225,112740.1361312247,13.146464646464647,121.84814882454765,36029.114681076375,7.177802865489631,Day,sunny,location_sf,training_0003-S_8
